embedding_id,document_id,embedding_vector,model_name,created_at
3502,3502,"[0.8280, 0.8997, 0.7684]",text-embedding-3-small,2026-01-03 10:22:00
3503,3503,"[0.8871, 0.7901, 0.9744]",text-embedding-3-small,2026-01-03 10:23:00
3504,3504,"[0.7402, 0.4663, 0.9533]",text-embedding-3-small,2026-01-03 10:24:00
3505,3505,"[0.3627, 0.6020, 0.3785]",text-embedding-3-small,2026-01-03 10:25:00
3506,3506,"[0.5462, 0.9685, 0.5655]",text-embedding-3-small,2026-01-03 10:26:00
3507,3507,"[0.6227, 0.7396, 0.4553]",text-embedding-3-small,2026-01-03 10:27:00
3508,3508,"[0.7794, 0.5043, 0.9145]",text-embedding-3-small,2026-01-03 10:28:00
3509,3509,"[0.7804, 0.2716, 0.1858]",text-embedding-3-small,2026-01-03 10:29:00
3510,3510,"[0.9253, 0.0277, 0.9744]",text-embedding-3-small,2026-01-03 10:30:00
3511,3511,"[0.8630, 0.0095, 0.5352]",text-embedding-3-small,2026-01-03 10:31:00
3512,3512,"[0.8694, 0.0060, 0.5892]",text-embedding-3-small,2026-01-03 10:32:00
3513,3513,"[0.4076, 0.6492, 0.5042]",text-embedding-3-small,2026-01-03 10:33:00
3514,3514,"[0.1422, 0.3929, 0.3570]",text-embedding-3-small,2026-01-03 10:34:00
3515,3515,"[0.9728, 0.0317, 0.8561]",text-embedding-3-small,2026-01-03 10:35:00
3516,3516,"[0.8048, 0.1127, 0.9541]",text-embedding-3-small,2026-01-03 10:36:00
3517,3517,"[0.0755, 0.6744, 0.7020]",text-embedding-3-small,2026-01-03 10:37:00
3518,3518,"[0.5559, 0.2803, 0.3667]",text-embedding-3-small,2026-01-03 10:38:00
3519,3519,"[0.0288, 0.1890, 0.5264]",text-embedding-3-small,2026-01-03 10:39:00
3520,3520,"[0.0706, 0.8800, 0.9210]",text-embedding-3-small,2026-01-03 10:40:00
3521,3521,"[0.1742, 0.9833, 0.6333]",text-embedding-3-small,2026-01-03 10:41:00
3522,3522,"[0.0306, 0.5165, 0.4781]",text-embedding-3-small,2026-01-03 10:42:00
3523,3523,"[0.1935, 0.8953, 0.6866]",text-embedding-3-small,2026-01-03 10:43:00
3524,3524,"[0.6743, 0.1431, 0.8823]",text-embedding-3-small,2026-01-03 10:44:00
3525,3525,"[0.8687, 0.4513, 0.0812]",text-embedding-3-small,2026-01-03 10:45:00
3526,3526,"[0.6471, 0.7494, 0.0089]",text-embedding-3-small,2026-01-03 10:46:00
3527,3527,"[0.8058, 0.8148, 0.7840]",text-embedding-3-small,2026-01-03 10:47:00
3528,3528,"[0.1343, 0.8933, 0.5513]",text-embedding-3-small,2026-01-03 10:48:00
3529,3529,"[0.4377, 0.9207, 0.3076]",text-embedding-3-small,2026-01-03 10:49:00
3530,3530,"[0.7877, 0.6382, 0.1095]",text-embedding-3-small,2026-01-03 10:50:00
3531,3531,"[0.6540, 0.2062, 0.9598]",text-embedding-3-small,2026-01-03 10:51:00
3532,3532,"[0.0578, 0.3766, 0.1000]",text-embedding-3-small,2026-01-03 10:52:00
3533,3533,"[0.6360, 0.4498, 0.6342]",text-embedding-3-small,2026-01-03 10:53:00
3534,3534,"[0.3229, 0.1322, 0.6362]",text-embedding-3-small,2026-01-03 10:54:00
3535,3535,"[0.0538, 0.5838, 0.2362]",text-embedding-3-small,2026-01-03 10:55:00
3536,3536,"[0.4924, 0.8732, 0.5106]",text-embedding-3-small,2026-01-03 10:56:00
3537,3537,"[0.8217, 0.0248, 0.8706]",text-embedding-3-small,2026-01-03 10:57:00
3538,3538,"[0.4148, 0.3533, 0.4605]",text-embedding-3-small,2026-01-03 10:58:00
3539,3539,"[0.0441, 0.0436, 0.4394]",text-embedding-3-small,2026-01-03 10:59:00
3540,3540,"[0.5612, 0.3990, 0.4053]",text-embedding-3-small,2026-01-03 11:00:00
3541,3541,"[0.6080, 0.2471, 0.6893]",text-embedding-3-small,2026-01-03 11:01:00
3542,3542,"[0.7294, 0.8177, 0.9614]",text-embedding-3-small,2026-01-03 11:02:00
3543,3543,"[0.7711, 0.9861, 0.1540]",text-embedding-3-small,2026-01-03 11:03:00
3544,3544,"[0.8162, 0.5857, 0.0840]",text-embedding-3-small,2026-01-03 11:04:00
3545,3545,"[0.7565, 0.2733, 0.4960]",text-embedding-3-small,2026-01-03 11:05:00
3546,3546,"[0.7165, 0.3351, 0.0363]",text-embedding-3-small,2026-01-03 11:06:00
3547,3547,"[0.9873, 0.9307, 0.2222]",text-embedding-3-small,2026-01-03 11:07:00
3548,3548,"[0.7510, 0.5707, 0.7017]",text-embedding-3-small,2026-01-03 11:08:00
3549,3549,"[0.4472, 0.7380, 0.9956]",text-embedding-3-small,2026-01-03 11:09:00
3550,3550,"[0.5347, 0.4087, 0.4874]",text-embedding-3-small,2026-01-03 11:10:00
3551,3551,"[0.7618, 0.1583, 0.8093]",text-embedding-3-small,2026-01-03 11:11:00
3552,3552,"[0.2607, 0.5667, 0.1905]",text-embedding-3-small,2026-01-03 11:12:00
3553,3553,"[0.5849, 0.1192, 0.4534]",text-embedding-3-small,2026-01-03 11:13:00
3554,3554,"[0.6023, 0.1867, 0.0854]",text-embedding-3-small,2026-01-03 11:14:00
3555,3555,"[0.9226, 0.9018, 0.1527]",text-embedding-3-small,2026-01-03 11:15:00
3556,3556,"[0.5881, 0.5308, 0.0128]",text-embedding-3-small,2026-01-03 11:16:00
3557,3557,"[0.2354, 0.2888, 0.4629]",text-embedding-3-small,2026-01-03 11:17:00
3558,3558,"[0.1135, 0.3281, 0.5129]",text-embedding-3-small,2026-01-03 11:18:00
3559,3559,"[0.0435, 0.3744, 0.9422]",text-embedding-3-small,2026-01-03 11:19:00
3560,3560,"[0.4850, 0.9881, 0.8380]",text-embedding-3-small,2026-01-03 11:20:00
3561,3561,"[0.3186, 0.4321, 0.4486]",text-embedding-3-small,2026-01-03 11:21:00
3562,3562,"[0.7692, 0.2799, 0.2147]",text-embedding-3-small,2026-01-03 11:22:00
3563,3563,"[0.8567, 0.0808, 0.0348]",text-embedding-3-small,2026-01-03 11:23:00
3564,3564,"[0.9787, 0.6467, 0.8953]",text-embedding-3-small,2026-01-03 11:24:00
3565,3565,"[0.1944, 0.9358, 0.9087]",text-embedding-3-small,2026-01-03 11:25:00
3566,3566,"[0.3956, 0.7572, 0.5525]",text-embedding-3-small,2026-01-03 11:26:00
3567,3567,"[0.7030, 0.7127, 0.2382]",text-embedding-3-small,2026-01-03 11:27:00
3568,3568,"[0.7264, 0.8932, 0.6801]",text-embedding-3-small,2026-01-03 11:28:00
3569,3569,"[0.8607, 0.7645, 0.7942]",text-embedding-3-small,2026-01-03 11:29:00
3570,3570,"[0.4317, 0.3630, 0.6655]",text-embedding-3-small,2026-01-03 11:30:00
3571,3571,"[0.0358, 0.5204, 0.6509]",text-embedding-3-small,2026-01-03 11:31:00
3572,3572,"[0.5176, 0.2032, 0.5475]",text-embedding-3-small,2026-01-03 11:32:00
3573,3573,"[0.9819, 0.4532, 0.6463]",text-embedding-3-small,2026-01-03 11:33:00
3574,3574,"[0.8004, 0.9533, 0.0452]",text-embedding-3-small,2026-01-03 11:34:00
3575,3575,"[0.1414, 0.1485, 0.6764]",text-embedding-3-small,2026-01-03 11:35:00
3576,3576,"[0.4203, 0.0652, 0.8795]",text-embedding-3-small,2026-01-03 11:36:00
3577,3577,"[0.6611, 0.0357, 0.3960]",text-embedding-3-small,2026-01-03 11:37:00
3578,3578,"[0.9692, 0.1552, 0.5477]",text-embedding-3-small,2026-01-03 11:38:00
3579,3579,"[0.9011, 0.9487, 0.2230]",text-embedding-3-small,2026-01-03 11:39:00
3580,3580,"[0.9339, 0.2064, 0.5832]",text-embedding-3-small,2026-01-03 11:40:00
3581,3581,"[0.2534, 0.2857, 0.1318]",text-embedding-3-small,2026-01-03 11:41:00
3582,3582,"[0.8535, 0.8667, 0.3361]",text-embedding-3-small,2026-01-03 11:42:00
3583,3583,"[0.5849, 0.0000, 0.6983]",text-embedding-3-small,2026-01-03 11:43:00
3584,3584,"[0.7433, 0.2212, 0.6809]",text-embedding-3-small,2026-01-03 11:44:00
3585,3585,"[0.5946, 0.1219, 0.9574]",text-embedding-3-small,2026-01-03 11:45:00
3586,3586,"[0.6916, 0.5967, 0.6774]",text-embedding-3-small,2026-01-03 11:46:00
3587,3587,"[0.4699, 0.7513, 0.9026]",text-embedding-3-small,2026-01-03 11:47:00
3588,3588,"[0.9533, 0.1288, 0.2965]",text-embedding-3-small,2026-01-03 11:48:00
3589,3589,"[0.6376, 0.3519, 0.4767]",text-embedding-3-small,2026-01-03 11:49:00
3590,3590,"[0.3384, 0.2654, 0.7974]",text-embedding-3-small,2026-01-03 11:50:00
3591,3591,"[0.1264, 0.4543, 0.1204]",text-embedding-3-small,2026-01-03 11:51:00
3592,3592,"[0.1133, 0.4075, 0.3172]",text-embedding-3-small,2026-01-03 11:52:00
3593,3593,"[0.8788, 0.7356, 0.3247]",text-embedding-3-small,2026-01-03 11:53:00
3594,3594,"[0.0822, 0.5161, 0.9882]",text-embedding-3-small,2026-01-03 11:54:00
3595,3595,"[0.6410, 0.3469, 0.8109]",text-embedding-3-small,2026-01-03 11:55:00
3596,3596,"[0.2132, 0.7329, 0.4518]",text-embedding-3-small,2026-01-03 11:56:00
3597,3597,"[0.3858, 0.3772, 0.1409]",text-embedding-3-small,2026-01-03 11:57:00
3598,3598,"[0.9190, 0.3944, 0.9311]",text-embedding-3-small,2026-01-03 11:58:00
3599,3599,"[0.6399, 0.1650, 0.9928]",text-embedding-3-small,2026-01-03 11:59:00
3600,3600,"[0.6624, 0.9445, 0.0872]",text-embedding-3-small,2026-01-03 12:00:00
3601,3601,"[0.9974, 0.0841, 0.0944]",text-embedding-3-small,2026-01-03 12:01:00
3602,3602,"[0.1450, 0.8758, 0.0732]",text-embedding-3-small,2026-01-03 12:02:00
3603,3603,"[0.8259, 0.2744, 0.6208]",text-embedding-3-small,2026-01-03 12:03:00
3604,3604,"[0.4378, 0.1783, 0.5451]",text-embedding-3-small,2026-01-03 12:04:00
3605,3605,"[0.3754, 0.8444, 0.7809]",text-embedding-3-small,2026-01-03 12:05:00
3606,3606,"[0.1802, 0.0549, 0.5810]",text-embedding-3-small,2026-01-03 12:06:00
3607,3607,"[0.8282, 0.2596, 0.3118]",text-embedding-3-small,2026-01-03 12:07:00
3608,3608,"[0.9218, 0.8658, 0.4764]",text-embedding-3-small,2026-01-03 12:08:00
3609,3609,"[0.5951, 0.5012, 0.0205]",text-embedding-3-small,2026-01-03 12:09:00
3610,3610,"[0.5832, 0.6704, 0.6825]",text-embedding-3-small,2026-01-03 12:10:00
3611,3611,"[0.2270, 0.3547, 0.1464]",text-embedding-3-small,2026-01-03 12:11:00
3612,3612,"[0.0103, 0.9119, 0.6469]",text-embedding-3-small,2026-01-03 12:12:00
3613,3613,"[0.4042, 0.1084, 0.1519]",text-embedding-3-small,2026-01-03 12:13:00
3614,3614,"[0.4208, 0.7632, 0.7971]",text-embedding-3-small,2026-01-03 12:14:00
3615,3615,"[0.0363, 0.5798, 0.6498]",text-embedding-3-small,2026-01-03 12:15:00
3616,3616,"[0.3469, 0.2222, 0.3342]",text-embedding-3-small,2026-01-03 12:16:00
3617,3617,"[0.4248, 0.2083, 0.7666]",text-embedding-3-small,2026-01-03 12:17:00
3618,3618,"[0.1670, 0.5744, 0.9403]",text-embedding-3-small,2026-01-03 12:18:00
3619,3619,"[0.1360, 0.1216, 0.5095]",text-embedding-3-small,2026-01-03 12:19:00
3620,3620,"[0.5642, 0.7660, 0.3493]",text-embedding-3-small,2026-01-03 12:20:00
3621,3621,"[0.5198, 0.4047, 0.4579]",text-embedding-3-small,2026-01-03 12:21:00
3622,3622,"[0.3644, 0.5370, 0.5555]",text-embedding-3-small,2026-01-03 12:22:00
3623,3623,"[0.3538, 0.5252, 0.8304]",text-embedding-3-small,2026-01-03 12:23:00
3624,3624,"[0.4663, 0.5239, 0.5810]",text-embedding-3-small,2026-01-03 12:24:00
3625,3625,"[0.0914, 0.2369, 0.9807]",text-embedding-3-small,2026-01-03 12:25:00
3626,3626,"[0.0950, 0.5303, 0.1096]",text-embedding-3-small,2026-01-03 12:26:00
3627,3627,"[0.1051, 0.5112, 0.2735]",text-embedding-3-small,2026-01-03 12:27:00
3628,3628,"[0.7882, 0.9123, 0.9622]",text-embedding-3-small,2026-01-03 12:28:00
3629,3629,"[0.2979, 0.7791, 0.5301]",text-embedding-3-small,2026-01-03 12:29:00
3630,3630,"[0.2512, 0.9293, 0.3129]",text-embedding-3-small,2026-01-03 12:30:00
3631,3631,"[0.2292, 0.8676, 0.7461]",text-embedding-3-small,2026-01-03 12:31:00
3632,3632,"[0.7210, 0.7977, 0.5165]",text-embedding-3-small,2026-01-03 12:32:00
3633,3633,"[0.1171, 0.5117, 0.5560]",text-embedding-3-small,2026-01-03 12:33:00
3634,3634,"[0.5720, 0.2867, 0.0909]",text-embedding-3-small,2026-01-03 12:34:00
3635,3635,"[0.5712, 0.7474, 0.8126]",text-embedding-3-small,2026-01-03 12:35:00
3636,3636,"[0.8215, 0.4641, 0.6349]",text-embedding-3-small,2026-01-03 12:36:00
3637,3637,"[0.9573, 0.0217, 0.2511]",text-embedding-3-small,2026-01-03 12:37:00
3638,3638,"[0.4633, 0.9726, 0.2288]",text-embedding-3-small,2026-01-03 12:38:00
3639,3639,"[0.9191, 0.8188, 0.2606]",text-embedding-3-small,2026-01-03 12:39:00
3640,3640,"[0.7982, 0.4693, 0.8659]",text-embedding-3-small,2026-01-03 12:40:00
3641,3641,"[0.1932, 0.6461, 0.0962]",text-embedding-3-small,2026-01-03 12:41:00
3642,3642,"[0.4557, 0.5108, 0.3642]",text-embedding-3-small,2026-01-03 12:42:00
3643,3643,"[0.5595, 0.0855, 0.5058]",text-embedding-3-small,2026-01-03 12:43:00
3644,3644,"[0.1057, 0.0954, 0.7823]",text-embedding-3-small,2026-01-03 12:44:00
3645,3645,"[0.3671, 0.3956, 0.8354]",text-embedding-3-small,2026-01-03 12:45:00
3646,3646,"[0.6088, 0.8452, 0.1349]",text-embedding-3-small,2026-01-03 12:46:00
3647,3647,"[0.8674, 0.9130, 0.0124]",text-embedding-3-small,2026-01-03 12:47:00
3648,3648,"[0.0465, 0.0135, 0.2945]",text-embedding-3-small,2026-01-03 12:48:00
3649,3649,"[0.3212, 0.2931, 0.5827]",text-embedding-3-small,2026-01-03 12:49:00
3650,3650,"[0.2879, 0.6062, 0.7289]",text-embedding-3-small,2026-01-03 12:50:00
3651,3651,"[0.8214, 0.1062, 0.9154]",text-embedding-3-small,2026-01-03 12:51:00
3652,3652,"[0.6789, 0.9593, 0.0257]",text-embedding-3-small,2026-01-03 12:52:00
3653,3653,"[0.9501, 0.4503, 0.4985]",text-embedding-3-small,2026-01-03 12:53:00
3654,3654,"[0.1744, 0.6216, 0.8196]",text-embedding-3-small,2026-01-03 12:54:00
3655,3655,"[0.9321, 0.2400, 0.4519]",text-embedding-3-small,2026-01-03 12:55:00
3656,3656,"[0.4876, 0.2437, 0.3314]",text-embedding-3-small,2026-01-03 12:56:00
3657,3657,"[0.7276, 0.3713, 0.9113]",text-embedding-3-small,2026-01-03 12:57:00
3658,3658,"[0.6195, 0.3809, 0.2308]",text-embedding-3-small,2026-01-03 12:58:00
3659,3659,"[0.2641, 0.0218, 0.5306]",text-embedding-3-small,2026-01-03 12:59:00
3660,3660,"[0.3341, 0.9587, 0.2579]",text-embedding-3-small,2026-01-03 13:00:00
3661,3661,"[0.3215, 0.2602, 0.5954]",text-embedding-3-small,2026-01-03 13:01:00
3662,3662,"[0.8931, 0.8225, 0.2536]",text-embedding-3-small,2026-01-03 13:02:00
3663,3663,"[0.8693, 0.5465, 0.1374]",text-embedding-3-small,2026-01-03 13:03:00
3664,3664,"[0.2950, 0.3576, 0.8124]",text-embedding-3-small,2026-01-03 13:04:00
3665,3665,"[0.2865, 0.5670, 0.6722]",text-embedding-3-small,2026-01-03 13:05:00
3666,3666,"[0.7587, 0.2089, 0.0025]",text-embedding-3-small,2026-01-03 13:06:00
3667,3667,"[0.4300, 0.2647, 0.7736]",text-embedding-3-small,2026-01-03 13:07:00
3668,3668,"[0.6623, 0.3164, 0.3951]",text-embedding-3-small,2026-01-03 13:08:00
3669,3669,"[0.4328, 0.8507, 0.7003]",text-embedding-3-small,2026-01-03 13:09:00
3670,3670,"[0.2908, 0.4757, 0.4137]",text-embedding-3-small,2026-01-03 13:10:00
3671,3671,"[0.0268, 0.9591, 0.5332]",text-embedding-3-small,2026-01-03 13:11:00
3672,3672,"[0.3960, 0.6858, 0.5514]",text-embedding-3-small,2026-01-03 13:12:00
3673,3673,"[0.4472, 0.3654, 0.7510]",text-embedding-3-small,2026-01-03 13:13:00
3674,3674,"[0.4105, 0.5301, 0.4841]",text-embedding-3-small,2026-01-03 13:14:00
3675,3675,"[0.3395, 0.5843, 0.9312]",text-embedding-3-small,2026-01-03 13:15:00
3676,3676,"[0.1366, 0.2532, 0.8175]",text-embedding-3-small,2026-01-03 13:16:00
3677,3677,"[0.5142, 0.6772, 0.7795]",text-embedding-3-small,2026-01-03 13:17:00
3678,3678,"[0.6242, 0.2696, 0.0997]",text-embedding-3-small,2026-01-03 13:18:00
3679,3679,"[0.0097, 0.2511, 0.4146]",text-embedding-3-small,2026-01-03 13:19:00
3680,3680,"[0.6296, 0.6549, 0.6631]",text-embedding-3-small,2026-01-03 13:20:00
3681,3681,"[0.6753, 0.3237, 0.3242]",text-embedding-3-small,2026-01-03 13:21:00
3682,3682,"[0.3655, 0.9181, 0.5037]",text-embedding-3-small,2026-01-03 13:22:00
3683,3683,"[0.8946, 0.6950, 0.1239]",text-embedding-3-small,2026-01-03 13:23:00
3684,3684,"[0.6487, 0.8934, 0.6487]",text-embedding-3-small,2026-01-03 13:24:00
3685,3685,"[0.0521, 0.1266, 0.5339]",text-embedding-3-small,2026-01-03 13:25:00
3686,3686,"[0.8456, 0.3322, 0.8844]",text-embedding-3-small,2026-01-03 13:26:00
3687,3687,"[0.2633, 0.4271, 0.6800]",text-embedding-3-small,2026-01-03 13:27:00
3688,3688,"[0.1068, 0.5610, 0.1185]",text-embedding-3-small,2026-01-03 13:28:00
3689,3689,"[0.7555, 0.2052, 0.5156]",text-embedding-3-small,2026-01-03 13:29:00
3690,3690,"[0.0352, 0.4941, 0.6144]",text-embedding-3-small,2026-01-03 13:30:00
3691,3691,"[0.0781, 0.9411, 0.2162]",text-embedding-3-small,2026-01-03 13:31:00
3692,3692,"[0.2982, 0.9723, 0.2859]",text-embedding-3-small,2026-01-03 13:32:00
3693,3693,"[0.1843, 0.2517, 0.9117]",text-embedding-3-small,2026-01-03 13:33:00
3694,3694,"[0.0455, 0.9932, 0.8848]",text-embedding-3-small,2026-01-03 13:34:00
3695,3695,"[0.6145, 0.4013, 0.3035]",text-embedding-3-small,2026-01-03 13:35:00
3696,3696,"[0.9724, 0.9272, 0.4293]",text-embedding-3-small,2026-01-03 13:36:00
3697,3697,"[0.3173, 0.8470, 0.6345]",text-embedding-3-small,2026-01-03 13:37:00
3698,3698,"[0.9588, 0.2973, 0.4128]",text-embedding-3-small,2026-01-03 13:38:00
3699,3699,"[0.1659, 0.5873, 0.8104]",text-embedding-3-small,2026-01-03 13:39:00
3700,3700,"[0.6470, 0.1034, 0.1399]",text-embedding-3-small,2026-01-03 13:40:00
3701,3701,"[0.5317, 0.4686, 0.0339]",text-embedding-3-small,2026-01-03 13:41:00
3702,3702,"[0.5942, 0.9476, 0.2022]",text-embedding-3-small,2026-01-03 13:42:00
3703,3703,"[0.9595, 0.0635, 0.4467]",text-embedding-3-small,2026-01-03 13:43:00
3704,3704,"[0.2463, 0.1956, 0.8286]",text-embedding-3-small,2026-01-03 13:44:00
3705,3705,"[0.2793, 0.8862, 0.7133]",text-embedding-3-small,2026-01-03 13:45:00
3706,3706,"[0.2900, 0.9820, 0.3843]",text-embedding-3-small,2026-01-03 13:46:00
3707,3707,"[0.5747, 0.5610, 0.7191]",text-embedding-3-small,2026-01-03 13:47:00
3708,3708,"[0.8933, 0.4967, 0.2178]",text-embedding-3-small,2026-01-03 13:48:00
3709,3709,"[0.8134, 0.6756, 0.6784]",text-embedding-3-small,2026-01-03 13:49:00
3710,3710,"[0.9006, 0.8932, 0.5249]",text-embedding-3-small,2026-01-03 13:50:00
3711,3711,"[0.8806, 0.3440, 0.0643]",text-embedding-3-small,2026-01-03 13:51:00
3712,3712,"[0.4806, 0.8812, 0.6137]",text-embedding-3-small,2026-01-03 13:52:00
3713,3713,"[0.7923, 0.2160, 0.4318]",text-embedding-3-small,2026-01-03 13:53:00
3714,3714,"[0.4745, 0.4268, 0.1572]",text-embedding-3-small,2026-01-03 13:54:00
3715,3715,"[0.3933, 0.5754, 0.6267]",text-embedding-3-small,2026-01-03 13:55:00
3716,3716,"[0.6628, 0.7266, 0.4108]",text-embedding-3-small,2026-01-03 13:56:00
3717,3717,"[0.0440, 0.5166, 0.4274]",text-embedding-3-small,2026-01-03 13:57:00
3718,3718,"[0.8066, 0.6100, 0.8040]",text-embedding-3-small,2026-01-03 13:58:00
3719,3719,"[0.2770, 0.7234, 0.2284]",text-embedding-3-small,2026-01-03 13:59:00
3720,3720,"[0.6854, 0.7219, 0.1941]",text-embedding-3-small,2026-01-03 14:00:00
3721,3721,"[0.5522, 0.3196, 0.9171]",text-embedding-3-small,2026-01-03 14:01:00
3722,3722,"[0.2462, 0.3118, 0.2654]",text-embedding-3-small,2026-01-03 14:02:00
3723,3723,"[0.3450, 0.1709, 0.2887]",text-embedding-3-small,2026-01-03 14:03:00
3724,3724,"[0.6821, 0.0302, 0.2650]",text-embedding-3-small,2026-01-03 14:04:00
3725,3725,"[0.4330, 0.0043, 0.9630]",text-embedding-3-small,2026-01-03 14:05:00
3726,3726,"[0.8193, 0.0572, 0.7468]",text-embedding-3-small,2026-01-03 14:06:00
3727,3727,"[0.2602, 0.1885, 0.6932]",text-embedding-3-small,2026-01-03 14:07:00
3728,3728,"[0.4392, 0.0394, 0.2656]",text-embedding-3-small,2026-01-03 14:08:00
3729,3729,"[0.4911, 0.7882, 0.8781]",text-embedding-3-small,2026-01-03 14:09:00
3730,3730,"[0.9851, 0.1659, 0.0840]",text-embedding-3-small,2026-01-03 14:10:00
3731,3731,"[0.8578, 0.1670, 0.1579]",text-embedding-3-small,2026-01-03 14:11:00
3732,3732,"[0.0443, 0.6453, 0.7643]",text-embedding-3-small,2026-01-03 14:12:00
3733,3733,"[0.2696, 0.4395, 0.0511]",text-embedding-3-small,2026-01-03 14:13:00
3734,3734,"[0.3725, 0.4130, 0.6182]",text-embedding-3-small,2026-01-03 14:14:00
3735,3735,"[0.5116, 0.2095, 0.8762]",text-embedding-3-small,2026-01-03 14:15:00
3736,3736,"[0.6515, 0.4537, 0.0931]",text-embedding-3-small,2026-01-03 14:16:00
3737,3737,"[0.9296, 0.0594, 0.6026]",text-embedding-3-small,2026-01-03 14:17:00
3738,3738,"[0.0722, 0.5471, 0.2374]",text-embedding-3-small,2026-01-03 14:18:00
3739,3739,"[0.3779, 0.3265, 0.2213]",text-embedding-3-small,2026-01-03 14:19:00
3740,3740,"[0.7365, 0.5786, 0.4798]",text-embedding-3-small,2026-01-03 14:20:00
3741,3741,"[0.2075, 0.3640, 0.2876]",text-embedding-3-small,2026-01-03 14:21:00
3742,3742,"[0.2256, 0.5936, 0.3145]",text-embedding-3-small,2026-01-03 14:22:00
3743,3743,"[0.0978, 0.0295, 0.5563]",text-embedding-3-small,2026-01-03 14:23:00
3744,3744,"[0.6756, 0.1495, 0.4163]",text-embedding-3-small,2026-01-03 14:24:00
3745,3745,"[0.2509, 0.3545, 0.8931]",text-embedding-3-small,2026-01-03 14:25:00
3746,3746,"[0.9039, 0.2167, 0.2990]",text-embedding-3-small,2026-01-03 14:26:00
3747,3747,"[0.2612, 0.9859, 0.0668]",text-embedding-3-small,2026-01-03 14:27:00
3748,3748,"[0.8497, 0.6544, 0.3249]",text-embedding-3-small,2026-01-03 14:28:00
3749,3749,"[0.1509, 0.7596, 0.7280]",text-embedding-3-small,2026-01-03 14:29:00
3750,3750,"[0.9710, 0.5921, 0.4510]",text-embedding-3-small,2026-01-03 14:30:00
3751,3751,"[0.8577, 0.2447, 0.8360]",text-embedding-3-small,2026-01-03 14:31:00
3752,3752,"[0.9293, 0.2407, 0.7966]",text-embedding-3-small,2026-01-03 14:32:00
3753,3753,"[0.1298, 0.6576, 0.5850]",text-embedding-3-small,2026-01-03 14:33:00
3754,3754,"[0.4109, 0.2787, 0.9317]",text-embedding-3-small,2026-01-03 14:34:00
3755,3755,"[0.8582, 0.9517, 0.7039]",text-embedding-3-small,2026-01-03 14:35:00
3756,3756,"[0.0056, 0.1250, 1.0000]",text-embedding-3-small,2026-01-03 14:36:00
3757,3757,"[0.4837, 0.3185, 0.2817]",text-embedding-3-small,2026-01-03 14:37:00
3758,3758,"[0.5998, 0.8479, 0.4194]",text-embedding-3-small,2026-01-03 14:38:00
3759,3759,"[0.0341, 0.8806, 0.6460]",text-embedding-3-small,2026-01-03 14:39:00
3760,3760,"[0.3970, 0.9413, 0.5990]",text-embedding-3-small,2026-01-03 14:40:00
3761,3761,"[0.9842, 0.0223, 0.8913]",text-embedding-3-small,2026-01-03 14:41:00
3762,3762,"[0.3657, 0.7501, 0.0205]",text-embedding-3-small,2026-01-03 14:42:00
3763,3763,"[0.7682, 0.1290, 0.5956]",text-embedding-3-small,2026-01-03 14:43:00
3764,3764,"[0.4647, 0.3392, 0.2517]",text-embedding-3-small,2026-01-03 14:44:00
3765,3765,"[0.9903, 0.7501, 0.6629]",text-embedding-3-small,2026-01-03 14:45:00
3766,3766,"[0.8849, 0.8443, 0.1750]",text-embedding-3-small,2026-01-03 14:46:00
3767,3767,"[0.2134, 0.4183, 0.4930]",text-embedding-3-small,2026-01-03 14:47:00
3768,3768,"[0.4660, 0.8120, 0.8242]",text-embedding-3-small,2026-01-03 14:48:00
3769,3769,"[0.8194, 0.1575, 0.8671]",text-embedding-3-small,2026-01-03 14:49:00
3770,3770,"[0.3742, 0.5219, 0.5633]",text-embedding-3-small,2026-01-03 14:50:00
3771,3771,"[0.9001, 0.8125, 0.8010]",text-embedding-3-small,2026-01-03 14:51:00
3772,3772,"[0.5894, 0.4480, 0.9365]",text-embedding-3-small,2026-01-03 14:52:00
3773,3773,"[0.2288, 0.4435, 0.1741]",text-embedding-3-small,2026-01-03 14:53:00
3774,3774,"[0.2446, 0.0377, 0.8538]",text-embedding-3-small,2026-01-03 14:54:00
3775,3775,"[0.0987, 0.3246, 0.6704]",text-embedding-3-small,2026-01-03 14:55:00
3776,3776,"[0.8650, 0.6571, 0.9173]",text-embedding-3-small,2026-01-03 14:56:00
3777,3777,"[0.9586, 0.4636, 0.3092]",text-embedding-3-small,2026-01-03 14:57:00
3778,3778,"[0.5932, 0.9714, 0.3309]",text-embedding-3-small,2026-01-03 14:58:00
3779,3779,"[0.6097, 0.2283, 0.8573]",text-embedding-3-small,2026-01-03 14:59:00
3780,3780,"[0.9884, 0.4585, 0.5465]",text-embedding-3-small,2026-01-03 15:00:00
3781,3781,"[0.6989, 0.1640, 0.1139]",text-embedding-3-small,2026-01-03 15:01:00
3782,3782,"[0.2637, 0.3345, 0.0715]",text-embedding-3-small,2026-01-03 15:02:00
3783,3783,"[0.5115, 0.6494, 0.8076]",text-embedding-3-small,2026-01-03 15:03:00
3784,3784,"[0.5378, 0.4993, 0.2550]",text-embedding-3-small,2026-01-03 15:04:00
3785,3785,"[0.3082, 0.3589, 0.1837]",text-embedding-3-small,2026-01-03 15:05:00
3786,3786,"[0.1632, 0.4655, 0.7756]",text-embedding-3-small,2026-01-03 15:06:00
